S_Q_AB_nCi_2_NS7_C_KA_c_MAS,MX_B_AB_nCi_2_SS6_C_SRW_c-p_MAS,S_TrB_AB_nCi_3_M26(M8)_SS4_T_KA_m-r_MID,VC_TrC_AB_nCi_3_M26(M5)_NS5_T_KA_h_MID,P3_F_AB_nCi_2_NS1_H_T_NSRW_e_MAS,SD_F_BB_Ci(2.0;-2.0)_2_SS1_H_T_KA_e_MAS,Q3_B_AB_nCi_2_NS3_T_LGP[1]_h-s_MAS,SD_Q_AB_Ci(2.0;-2.0)_2_SS2_H_n_X_LGP[2-4]_p_MAS,VC_B_AB_nCi_2_NS7_X_NSRW_r-m_MAS,VC_TrQB_AB_nCi_3_M22(M16)_SS1_T_LG3L[2-3]_LGL[2-3]_m-p_MID,S_Q_BB_Ci(2.0;-2.0)_2_MP1_H_T_KA_c_MAS,Q2_B_AB_nCi_2_NS1_T_NSRW_h-s_MAS,MX_TrB_AB_nCi_3_M20(M8)_SS6_T_KA_m-r_MID,MX_B_AB_nCi_2_SS1_n_X_LGP[1-3]_p-h_MAS,ES_RA_TrC_AB_nCi_3_M27_SS0_T_KA_v_MID,N1_Q_AB_nCi_2_MP7_H_n_T_LGP[1]_v_MAS,TS[1]_K_TrC_AB_nCi_3_M27_NS0_T_KA_p_MID,S_B_AB_nCi_2_NS3_X_KA_e-c_MAS,P3_F_AB_nCi_2_SS2_X_SRW_p_MAS,S_TrB_AB_nCi_3_M27_SS1_T_KA_r-p_MID,MN_Tr_AB_nCi_3_M20(M8)_NS1_X_KA_a-e-v_MID,K_TrQB_AB_nCi_3_M26(M8)_NS5_X_KA_r-p_MID,I50_TrC_AB_nCi_3_M20(M5)_NS7_C_KA_h_MID,RA_TrB_AB_nCi_3_M21(M1)_MP0_T_KA_r-p_MID,S_TrQB_AB_nCi_3_M22(M1)_SS1_T_LG3L[1-2]_LGL[1-2]_r-p_MID,AC[1]_I50_TrB_AB_nCi_3_M20(M15)_SS5_T_KA_e-v_MID,S_Q_AB_Ci(2.0;-2.0)_2_SS1_H_n_T_KA_c_MAS,MX_TrB_AB_nCi_3_M26(M8)_SS7_C_KA_m-r_MID,MN_Tr_AB_nCi_3_M19(M11)_SS1_X_KA_a-e-v_MID,K_Tr_AB_nCi_3_M22(M5)_SS5_T_KA_a-e-v_MID,MN_TrB_AB_nCi_3_M25(M15)_SS6_T_KA_m-r_MID,S_B_AB_nCi_2_NS5_X_NSRW_c-m_MAS,MX_TrQB_AB_nCi_3_M26(M1)_SS7_C_KA_r-p_MID,GV[3]_K_Tr_AB_nCi_3_M25(M13)_SS6_T_KA_m-a-c_MID,P3_F_AB_nCi_2_SS2_H_T_NSRW_e_MAS,MN_Tr_AB_nCi_3_M26(M8)_NS1_X_KA_a-e-v_MID,RA_TrF_AB_nCi_3_M21(M11)_SS3_T_LG3L[2-3]_LGL[2-3]_p_MID,MN_F_AB_nCi_2_SS2_T_LGP[1;2;6]_p_MAS,I50_TrF_AB_nCi_3_M21(M5)_NS7_T_LGA[0.0-1.0]_h_MID,SD_F_AB_nCi_2_NS2_X_KA_e_MAS,S_TrQB_AB_nCi_3_M26(M14)_SS1_T_KA_r-p_MID,N3_B_AB_nCi_2_NS4_n_T_KA_e-h_MAS,IB_K_Tr_AB_nCi_3_M28_NS2_T_KA_a-v-p_MID,K_TrQB_AB_nCi_3_M21(M5)_SS1_T_KA_r-p_MID,I50_TrF_AB_nCi_3_M27_MP1_T_KA_p_MID,PEOE_VSA2,SMR_VSA10,SMR_VSA3,SMR_VSA6,SlogP_VSA1,TPSA,VSA_EState2,NOCount,fr_NH0,fr_allylic_oxid,Target
-0.777390981,0.287456705,0.371098003,0.070474436,7.323003391,0.224470553,14.34172075,6.087438148,0.93845041,0.236519305,1.935240088,2.291437604,4.108149537,3.826734211,7937.784154,105.8090961,-1.346138213,-0.399399135,2.789631488,1.023136091,-405.4054911,-0.557443722,0.183809295,0.324537119,1.603416828,1086.4863,-1.473809985,3.365433055,-14.83028791,-1.115537598,1.089199611,-1.59105848,64.02220075,3.43154657,1.828870349,-488.7874735,2.52926519,2.18554375,3.170545574,8.437023855,-0.284428529,811.0955052,0.499248622,3.58887768,0.020678384,4.992404733,5.835619786,4.899909731,19.63426922,0,15.6,6.854166667,2,2,0,15.5
2.848264887,0.268910519,-0.734258437,0.319007347,6.62634994,0.291803686,14.03924046,4.854176012,1.127119015,0.341728254,3.211686701,2.144086391,5.330938484,3.445839521,16240.75169,101.7237231,-0.915608262,-0.910621216,2.448475943,-0.875403349,-428.7870994,13.09767039,0.088539948,0.486173098,0.619210326,2371.389495,1.977882491,2.182615954,-5.095712228,0.463123864,1.206942909,-2.732227611,62.91840954,19.5646689,1.964923554,-601.7033933,1.688250856,3.191746528,2.401607419,4.252149176,-0.841694277,1134.040262,4.703144517,0.128599804,0.017185187,4.983978521,5.687386275,4.983978521,11.44466614,4.899909731,16.13,6.296021713,2,2,0,14.57
-3.010218775,0,2.831445917,0.528819879,6.607280189,0.467412448,19.59661324,5.805575064,0.576684222,0.488270623,2.257752622,2.561195354,14.08990513,6.37623487,38045.25644,144.3751602,-1.289759044,0.074145282,4.604583333,-0.970089857,-431.5224769,3.271201531,0.129973169,0.782461583,-0.434698755,2828.554096,-4.03762362,7.094143544,-10.93313153,-0.199411149,1.501763326,2.368923807,84.62406371,1.004034707,1.839009782,-528.3355184,1.855976887,1.901222718,4.820763017,2.725120792,-0.77833175,735.1021702,-0.888692805,-1.208867599,0.025179456,0,24.45295465,0,0,0,0,7.517222222,0,0,1,6.68
0.471314503,0.916685529,0.409514282,0.371330559,7.520447497,0.409227514,20.00041252,8.875947516,0.464539404,0.502955772,-0.752486356,2.709023627,7.512464204,4.299706112,27940.94294,110.608015,-0.982192699,0.110511012,3.05613212,1.440377017,-596.4129442,-0.449475451,0.436017023,0.901883841,0.676097248,1868.730715,-2.525922486,2.830318429,-11.58057347,-1.28967333,2.529234244,-0.643672817,71.63009029,3.89454252,1.914925305,-766.2994013,1.620392257,3.327445313,5.057494937,9.868471999,-0.001768673,1599.795033,2.514973702,1.761020657,0.060934113,9.134199296,0,9.134199296,0,38.01337832,61.07,35.44120433,5,2,0,7.98
-2.911260955,0.032942625,2.06196016,0.37123893,6.335532575,0.401663917,14.73567734,4.411666832,1.900783469,0.517975976,-0.345118498,2.073819549,7.397488143,2.846429379,6416.752186,117.4026076,-0.799410814,-1.747547765,2.1371875,1.446428614,-122.1841138,13.3938471,0.467965839,1.266612136,1.744890936,1983.091919,0.360659383,4.533601083,-6.154753898,-0.258843643,1.507578531,-3.607141826,80.60414623,0.400322643,1.93190155,-212.2782333,2.173043813,2.134291667,2.78145346,4.368893698,2.491914464,676.4790306,1.563064565,2.660654004,0.048263142,0,13.22612799,0,0,5.304539896,0,0,0,0,0,12.4
-1.732050808,0.165390581,1.322417553,0.203669493,5.825619388,0.026810207,2.990666885,3.268430511,0.412029996,0.098385593,1.4401646,1.495328322,14.57097402,10.00378625,1850.559826,147.3680285,0,1.732050808,5.328,0,-55.63174788,0,0.313015333,2.912937852,1.438791672,3207.387134,2.999993483,6.10803608,-20.12650183,0,6.304663624,-1.732050808,97.0263967,0,1.698093133,-59.84446656,0,0,0,2.432447327,1.249983562,720.4956328,0,0,0,0,11.76188495,0,12.51153837,0,0,0,0,0,0,12.32
-2.101120436,0.29155584,1.071974071,0.43763188,6.649532125,0.35936619,13.73478613,5.688735545,0.948523652,0.66186436,0.702286684,2.346592671,4.67833236,4.888754515,28752.47313,129.9518983,-1.519136901,0.09721059,2.473551388,0.12251917,-345.8094493,3.339339825,0.463421885,0.267428041,0.767173191,3030.846548,5.708545563,3.810312185,-11.19144196,-0.571823554,0.84988465,-3.160626558,52.69017972,-0.146358189,1.775537029,-467.9402836,1.017831505,0.90207197,2.703421585,5.16252488,-1.401498723,784.8085805,5.720529009,1.239565749,0.043032459,0,8.317393253,0,0,0,9.23,0,1,0,0,3.44
-2.010997782,0.042931041,1.478777253,0.478570604,6.54431934,0.387048626,13.44372262,7.477148647,1.046426504,0.716188439,-1.07542835,2.35163976,5.212732804,4.634512169,15828.238,165.9454324,-1.635702069,2.215355571,3.085272727,0.661064455,-26.91497803,6.64986058,0.491889644,0.364405781,1.659862961,2614.537637,0.128536911,5.303350703,-5.745642813,-0.351399638,0.980905021,1.567676106,73.39099423,10.34297354,1.779077238,-43.32306089,1.216172155,0.953587121,1.97140705,4.302995773,-1.860286337,301.7438222,2.050661911,-0.832141893,0.044998812,0,8.073872301,0,0,0,0,0,0,0,1,2.04
0.713028008,0.039085849,0.218394302,0.442940846,6.716175737,0.31101506,16.73686457,5.442738399,0.804997706,0.710688784,1.981131495,2.41122251,4.622932776,6.542583591,13679.37381,175.6678351,-1.441323315,2.310804109,4.060333333,-0.218842588,-28.8667483,0.5600408,1.203987446,0.740811972,0.645739436,2199.57188,-0.010350323,4.746111086,-5.612791714,-1.40679266,1.260835208,0.3769678,134.5974653,5.272644097,1.75835407,-45.31175075,0.422764356,1.869244444,2.264453165,3.121260726,-0.661823095,379.1859944,4.927744594,-1.39365623,0.054610913,0,8.073872301,0,0,0,0,0,0,0,2,1.77
1.821800265,0.322584405,2.779148108,0.59339054,8.150202263,0.380078631,27.20640537,5.857631399,1.46018723,1.281393372,1.054428826,2.350983664,13.41689437,10.8316091,13081.61295,114.5729973,-0.477365862,-0.434160231,4.9816541,0.567772182,-371.6738874,6.446407342,0.500619028,1.055319325,0.47538749,876.830745,-2.542103229,1.828194414,-11.44544009,-0.227198646,0.501994343,-0.03948853,31.86187907,4.596423263,1.970757711,-459.5914838,2.911542452,1.028603423,5.272085462,12.02670804,-0.19073461,2529.596101,-0.986705013,0.17945827,0.023045037,4.992404733,16.55476929,0,5.87678839,0,46.5,3.664965514,3,1,0,3.5
-0.404372582,0.005016601,0.895346983,0.27342593,6.192736725,0.297474286,9.617042019,7.376854717,0.509868563,1.034328094,0.677381641,2.096666119,3.960071212,5.351513238,17262.8169,193.5525296,-1.855989656,0.689748217,3.893798501,-0.44822226,-391.0987085,0.417028777,0.040719873,0.185104958,0.610747395,2816.090863,2.438128198,2.272587989,-12.49264514,0.337172928,0.944983613,-0.823785101,31.8796962,-1.467957866,1.728145121,-535.8506124,0.338170264,0.99085,0.306394093,3.886591534,-1.02940082,283.8488992,1.746926847,-0.750139692,0.036749135,0,33.01835355,0,0,0,0,0,0,0,0,3.59
-0.538871952,0.018969813,2.111540078,0.668928133,6.338185263,0.352958178,16.94103169,6.483493835,1.172565517,1.0266846,2.575202918,2.278374215,6.120624032,6.548810892,15075.56382,204.4927056,-0.301993174,-2.19739133,2.889895537,0.903561852,-55.98526599,-0.507027467,0.746841389,0.657395143,1.910853959,631.5251066,1.801548454,5.771539483,-5.067589044,-0.655907183,2.238621277,-2.151668841,134.3270062,1.881669766,1.765260143,-84.46798088,1.87095727,2.548456349,1.32601531,5.259283459,-0.228825634,387.981281,2.400730343,2.533017329,0.053987389,0,15.18278818,0,0,0,0,0,0,0,1,-0.26
-2.103447598,0.050978854,-0.445670928,0.396904794,6.592866304,0.467301688,19.57381401,5.805575064,0.576684222,0.816957357,2.279279965,2.32186767,4.947696628,6.545696889,14174.98744,133.3933886,-1.289759044,3.517585068,4.604583333,-0.940068426,-30.90184861,3.392384462,0.160799595,0.782461583,-0.366032072,2113.871489,-0.879448876,3.946891564,-1.233016239,-0.944583982,1.419182574,3.221164431,62.40151593,-0.651288087,1.827980625,-44.06858296,0.533797134,1.901222718,4.973282978,2.66248964,-0.878760401,735.8939439,8.179747941,-1.151030777,0.025317751,0,14.14989241,0,0,0,0,0,0,0,1,-0.1
-2.077507836,0.007032236,0.808889993,0.627568279,6.928569668,0.268938269,15.14543592,2.836453156,0.58428623,0.355589708,1.123161754,2.453618341,5.17176788,4.87376144,11115.75933,104.9241067,1.444251274,0.86336391,2.109185847,1.161853332,-358.6450929,0.682931329,0.531100967,0.541436006,1.231213925,2067.999459,-4.717635623,5.263787286,-13.56795063,-0.700167673,0.208335379,2.934762463,60.64599931,1.731709269,1.861676643,-471.8748583,2.075755078,0.854041667,5.8342394,5.347953073,-1.353154384,954.6167725,-0.860336593,0.990605555,0.026395853,0,7.118392334,0,0,0,18.46,0,2,0,1,-0.64
-1.812073358,0.679661659,-0.094844568,0.849993098,7.222634249,0.418208448,19.74262713,8.892293048,1.300629548,0.410997042,0.688188464,2.299482216,5.138821562,3.579759293,11811.39532,123.8172242,-0.766117421,-1.11056728,3.199447227,-0.621703235,-419.5589621,-0.261398896,0.488012814,0.912930398,-0.318030456,3474.839784,-2.340443614,3.55388685,-6.641231517,-0.589115616,1.02637646,-1.914556205,155.5172841,10.57073157,1.847747587,-587.9994821,1.548697894,0.905690001,3.704822828,8.869022682,1.806910289,1459.171348,7.530067736,-0.910486735,0.039582773,4.992404733,22.88162204,4.899909731,5.752853607,0,39.39,7.064260834,3,3,0,7.06
-0.967860022,0.600298836,1.508814041,0.406437936,6.985559925,0.27238016,15.71066799,3.938121047,0.777070461,0.650709011,2.523793756,2.282642348,5.071362855,6.257919559,23309.73477,115.4448032,-1.529442676,-0.185644787,3.086298505,0.983525781,-243.3315115,1.114296193,0.98907081,0.638836237,0.236069786,2064.684195,1.118934968,4.233042973,-11.04205144,0.405318315,0.73980578,-1.60629283,58.77709588,-0.23701344,1.744375982,-325.3531157,0.820570851,0.89155,5.980837705,5.471746594,0.230738067,1086.578205,-1.184339558,-0.473764728,0.05356372,0,8.317393253,0,6.606881965,0,18.46,0,2,0,1,10.61
-0.994623335,0.558965536,1.227483793,0.448959858,7.022959685,0.278845252,15.80663604,3.942402745,0.699624769,0.648441072,2.294970959,2.327701278,4.962847555,6.421245546,22747.79109,116.2650445,-1.715731665,-0.097515972,3.040078163,0.314378414,-193.5746194,0.63486447,1.088833231,0.662190158,0.746846054,1985.181373,0.991028577,4.001637124,-11.00528005,-1.047424851,1.006941545,-1.53090805,77.71089191,0.16384211,1.741905265,-252.7309018,0.802373234,0.861625,2.762151213,5.694161788,0.201652969,1132.964161,-1.120414376,-1.491544599,0.05528401,0,8.317393253,0,6.606881965,0,18.46,0,2,0,0,12.56
-1.080892122,0.58775414,0.242283625,0.411831945,6.653683529,0.342032853,15.53281351,3.798084003,0.646160892,0.416254846,2.474949531,2.229093852,5.976307738,6.024423876,24308.8869,110.9606894,-0.781099734,-0.253919919,3.11512773,-0.228637858,-240.7769882,0.874200935,0.175491646,0.713562475,-0.048153118,2294.172126,0.807140311,3.290402381,-7.445033445,-1.428158917,0.476298266,-1.832038377,76.01796343,6.469563551,1.81445135,-314.8628515,1.25706883,0.991818359,3.198990845,5.446380247,-0.054599669,1167.681803,4.418250074,-0.820859186,0.031539872,0,8.317393253,0,0,4.736862954,18.46,0,2,0,0,8.23
-2.268303825,0.071073552,1.156093052,0.114622936,7.154283871,0.239507784,14.35093054,4.886403379,1.4020625,1.00461028,2.928841695,2.239349158,5.018035553,3.989156692,8337.716929,127.4026192,-1.333079134,-0.522105589,2.783625,0.636514914,-264.4605704,5.785496814,0.518211915,0.583986864,1.293103728,1213.977889,4.778586368,4.959151078,-10.32331837,-1.865688991,1.377693081,-3.141951206,81.66444303,2.216493949,1.828356375,-340.4482226,2.125025187,2.228177273,1.597320155,4.425443747,1.264858284,566.9569805,0.768815588,1.844491405,0.029441326,0,0,4.899909731,13.08951281,0,3.24,2.5625,1,1,2,15.91
-2.209284551,0.07188086,1.071875208,0.140228693,7.10557172,0.234020386,14.30352025,4.859120511,1.488716062,0.999171652,3.13269999,2.187509218,5.072305628,3.996131987,8516.03772,132.8961391,-1.306980843,-0.729908203,2.8335,0.725154616,-298.2071684,6.532489212,0.517112436,0.554311876,1.352751951,1792.156709,5.058956668,4.815438557,-10.19398715,-0.093031387,1.135685937,-3.39223654,122.435781,1.670742016,1.822064948,-386.6863432,2.511553209,2.285441667,3.384549225,4.258289281,1.496213966,556.5330195,-0.553801207,0.892912399,0.036366726,0,0,4.899909731,13.08951281,0,3.24,2.5825,1,1,2,14.91
-2.353194467,0.040922851,-0.574731922,0.194017777,6.805661728,0.369615624,16.57834308,4.363453391,1.282658102,0.190754731,3.059187724,2.162355898,5.198578072,4.484649009,9002.490902,117.9487823,-1.119448755,-1.703633337,2.84125,0.554958762,-244.0156586,7.405816045,0.969661223,0.560686467,-0.20143896,1854.567793,4.582366018,4.496554539,-6.90773771,2.582097714,1.331357562,-3.591901977,105.2628556,2.945163037,1.884870754,-322.8251887,3.862133296,2.344506534,4.036995105,4.285553165,-0.674626894,780.5670741,-0.996897419,-0.030490689,0.027946338,0,5.687386275,0,11.94758171,4.899909731,3.24,2.284722222,1,1,2,12.9
0.200283016,0.86678977,0.240609199,0.250472122,7.259926767,0.351315705,19.68216665,3.907453565,1.008188138,0.689050601,0.638409693,2.179809574,5.408690093,5.720348868,10053.35961,106.1567061,0.033550024,0.084863632,2.658516016,1.16908658,-239.9229057,2.090123479,0.794798058,0.680190448,0.444393519,2504.75769,-2.877947502,3.223280429,-11.25957755,-0.554554974,0.959974592,1.073668819,81.40211264,6.79689577,1.860785463,-306.0318103,2.806660459,1.222256944,3.84337466,7.074062835,0.330933762,1501.3823,1.875551962,-0.630040173,0.05514032,0,5.969305288,4.899909731,20.70222593,0,29.54,12.38652778,3,1,0,9.43
9,0.215063743,-0.830759918,0.298472168,8.248802849,0.699506295,25.87588934,0.687395193,1.414213562,0.115145703,-1.492079891,3.149966175,1.357645783,7.200642287,3529.498547,158.9129326,0,0.516577658,2.78883893,0,-222.4575089,0,6.096530253,1.101782578,4.00E-15,1307.726879,1.757793826,0.829692031,-25.62100733,0,0.103932692,-0.675394462,2.3664768,0,1.510744324,-229.9702803,0,0,0,9.197224219,1.556044186,1102.664412,0,0,0,0,6.717516156,0,0,0,36.4,2.25,2,2,0,-0.87
-1.396999697,0.033869168,2.182109134,0.508728898,6.376980869,0.531833836,15.75125661,2.940630728,1.833764762,0.419405638,3.352182885,2.214356971,10.07657796,2.81379374,16555.33035,105.0054447,0.413914912,-0.63952152,2.183434837,2.331454557,-414.7924833,16.67044687,0.007276548,0.997897088,2.092434866,1616.286157,3.506856545,1.38304042,-6.032400024,-0.509180427,1.581318146,-2.382918946,13.4873958,2.184929144,1.942305224,-560.6459706,1.669555149,1.852676432,1.676419445,4.337302099,1.499360364,1187.52964,6.841544981,7.19212454,0.006010033,0,23.83520778,0,21.32939262,30.12420855,27.69,0,3,0,0,16.17
-2.097202136,0.030765899,2.068734014,0.434445527,6.386987907,0.463996388,15.92210307,4.368883607,1.829617846,0.549077973,2.76399846,2.205902585,10.1265412,4.941850854,14134.7468,104.9515415,-0.03545558,-0.447242184,3.165529329,1.729578049,-502.3849986,14.40181239,0.452691982,0.854849079,1.71765921,1526.980673,3.975900448,1.775638949,-6.86759601,-1.664315549,1.053696925,-2.645111123,28.87532373,11.18032222,1.97020309,-703.6183623,2.124713421,2.764019531,5.446468238,4.632765128,1.989632442,949.9556716,7.135947982,4.566387868,0.012256886,0,40.89736661,0,56.98576109,30.61334888,9.72,6.42797682,3,3,0,18.39
-2.519177151,0.028960382,2.965746358,0.453508885,6.428906254,0.243264601,8.268557337,3.657496973,1.875735687,0.966111382,2.647160857,1.873914592,9.834503044,3.849212354,5569.257962,134.7913889,-1.077253284,-0.411490379,2.9925,0.745031863,-192.6643889,10.87770688,1.541945896,1.043444338,2.727188283,2975.693615,4.738457064,3.752848572,-11.76506007,6.092925426,1.221906731,-3.221756413,90.32609649,8.364780512,1.716714966,-289.8168465,0.641078692,1.242441667,2.09926822,2.697087433,3.171974266,286.5018279,0.461226139,8.678333779,0.014297302,0,7.921588092,0,18.48573008,0,0,0,0,0,0,15.49
-0.513639748,0.190543844,2.691873937,0.449429007,6.654933822,0.242658283,8.370025145,2.014472829,1.875663612,1.062626525,-0.293682312,1.909643364,5.810608821,4.048535672,17649.22918,98.08643969,0.205722292,-0.054528241,1.97819765,0.761824466,-951.6730315,5.04399369,1.279269308,0.490549682,2.734181424,1528.092127,-3.09646653,3.809881518,-25.25381289,14.9590698,1.032502604,0.437839411,47.66511457,-0.826014139,1.77552036,-1230.381719,0.467165188,1.249002604,7.243679961,5.460688083,3.269285634,1187.947251,-0.4938405,12.46791792,0.007013889,0,8.602392481,0,19.82064589,0,27.69,0,3,0,0,10.36
-0.003455429,0.764138869,1.07270676,0.204275844,6.985136585,0.196251129,18.18224832,2.763918278,1.161509893,0.44957969,2.302667518,2.050550267,4.534246973,2.245766025,9898.169118,97.80376296,-1.316436252,-0.472495627,1.688,1.142448597,-190.8263187,-2.076603689,0.875130711,0.3557864,0.685562714,2143.131029,0.843540242,3.297289924,-14.0727695,-2.011618147,1.246704448,0.006059024,71.18997181,0.663658564,1.747700847,-239.5749914,2.347731491,1.210125,2.214816362,5.307591198,0.483737321,1121.119716,0.68514449,-1.639228207,0.024863483,0,0,0,13.21376393,0,18.46,0,2,0,0,9.81
-0.835925695,0.715990516,1.27678239,0.630068679,6.771966671,0.224985386,14.85775396,3.663261621,0.998374853,0.631222863,2.807657697,2.348499227,5.022527764,6.278412146,23426.09445,113.8102147,-1.120076036,-0.415888862,3.045661832,0.509470314,-268.6411885,1.433604474,1.326708553,0.432498862,0.362810289,3512.7332,1.247606078,3.470737395,-12.72036035,-1.003053384,1.108199152,-1.675110112,61.27797241,6.769334065,1.72970066,-354.0261802,0.84921435,0.920492188,4.43874751,5.300858506,-1.45668053,1081.732711,3.998627487,-1.45216914,0.048632122,0,8.317393253,0,6.606881965,0,18.46,0,2,0,0,10.21
-1.12443625,0.520608259,1.527164244,0.407802442,6.989156236,0.253904224,15.75556628,4.011808777,0.720099058,0.500780353,2.249909849,2.303968815,5.406926371,6.280619153,23474.82531,117.3603068,-1.163313284,0.057034851,3.123034841,-0.224098989,-224.4173362,-0.705568275,0.829814912,0.662883527,1.444369574,2121.18988,1.091128105,5.611395955,-10.29292418,-0.852259175,1.41097529,-1.662358446,72.99884388,1.032130668,1.783743229,-294.1052724,2.932395983,0.875995833,2.054367911,5.471746594,-0.312536018,1122.083692,-0.422892155,-0.151508237,0.05524943,0,8.317393253,0,6.606881965,0,18.46,0,2,0,0,11.5
0,0,1.541078405,0.295329168,6.104735298,0.302711978,13.79894756,1.658995063,0.301890118,0.562000514,-1.341149535,2.037354245,7.671976473,2.465550329,6551.977711,131.1804094,-1.900048878,1.296214525,1.60339545,0.479108165,-30.54208189,3.085058157,0,0.943084477,0.313428337,1994.17464,2.73148404,0,-2.873754303,-1.010227262,1.915417233,-2.123975342,0,3.000636927,2.002192308,-35.42742199,2.301421896,3.3216125,1.213925079,5.293011678,-0.381232862,1616.167434,-1.431486094,-2.383327924,0.027199051,4.983978521,11.60093989,4.983978521,0,0,12.89,3.761111111,1,1,0,11.7
0,0,1.286137394,0.034530915,5.959378083,0.301760485,12.08723243,1.497903989,0.577245312,0.592377589,-1.57786868,1.999182371,4.994134886,2.364805303,6328.41081,116.7015074,-1.875,-1.023081637,1.675833333,-1.101533981,-37.30417049,1.644874146,0,0.474403111,-1.399504555,2787.652988,3.22714161,0,-4.421370116,-2.892407684,1.746119312,-2.375832244,0,0,1.982949222,-45.76103396,1.688843519,3.362777778,0.41076444,5.899191894,-0.574713001,939.3233737,-1.870500996,0.738143817,0.002840753,4.983978521,0,4.983978521,0,0,12.89,3.784722222,1,1,0,12.9
-1.644857268,0.01096918,0.231876054,0.156830847,6.105265991,0.374449784,13.95109812,1.533264778,0.741985301,0.657928847,-2.134811971,2.033241828,6.031848354,2.368615695,6551.977711,114.1829537,-1.285297341,-1.290063183,1.720166667,0.403022803,-50.68123556,2.17992945,0.489626682,0.594098191,-0.311418502,1013.009213,3.620679586,1.249354952,-5.76609259,-1.241032119,2.293311552,-2.557490072,31.01435218,4.484355018,1.987553251,-64.30460667,1.737209368,2.815826136,4.367043454,5.495786636,-0.321846518,936.1530334,-2.795369905,-0.162546939,0.015993798,4.983978521,0,4.983978521,0,0,12.89,3.845555556,1,1,0,13.7
0,0,1.223235895,0.146070227,6.032384173,0.382447095,14.09687602,1.576292646,0.391849753,0.885664367,-1.513438857,2.035394843,6.60687293,2.370034189,6033.093382,110.8703206,-1.258168778,0.927056244,1.469099618,0.395088631,-134.0190198,3.215036124,0,0.826633944,-0.669723935,2740.334086,0.473025792,0,-8.347462854,-1.26782103,1.831735811,-2.250580645,0,3.199065611,1.999657555,-152.3367339,1.878067692,2.827689773,2.429619128,5.302865914,-0.117696791,961.2778684,-2.7993916,-0.655626636,0.016400292,4.983978521,5.687386275,4.983978521,5.733667477,5.733667477,38.91,3.765555556,2,1,0,15.2
-1.555282305,0.030319976,-0.595070168,0.221254074,6.321934911,0.427397092,14.04498986,3.686085859,0.636957984,0.358332889,1.791257467,2.067995356,5.167167655,5.650278911,7229.425463,104.8495169,-1.785228944,1.254708294,2.6840046,1.025980657,-184.5758966,0.332401629,0.793400374,0.714214196,0.59183964,2006.339727,3.02625738,1.728526708,-7.423747354,-1.698265828,1.133778286,-1.674590663,21.06656495,3.978672508,1.986518872,-227.1995439,3.410222818,2.535427564,4.091942641,5.389220272,-0.025727436,945.8575437,-1.240445177,4.778946515,0.025349079,4.983978521,5.687386275,4.983978521,18.9952537,4.899909731,16.13,5.944444444,2,2,0,15.8
-2.426708698,0.055197231,0.627329859,0.181456962,6.645767927,0.266494147,14.14180451,4.345528811,0.813664012,1.009218451,1.744723613,2.161778883,5.849089448,3.939305676,8106.347629,105.9825507,-1.182820372,0.842345806,2.406451443,1.004412298,-240.715109,-0.250165131,0.873987274,0.591222353,-0.372561148,1331.179763,3.522286722,2.353257682,-9.81159862,-2.009045908,1.287143893,-1.883757447,61.75142113,1.752800009,1.923218223,-305.0812778,2.65770325,2.496392969,5.906047301,5.544589769,0.660156784,912.4344359,1.98664546,1.258086268,0.02935153,4.983978521,5.687386275,4.983978521,17.98942254,4.899909731,16.13,6.394557823,2,2,0,15.9
-0.961262522,0.600845324,-0.696955389,0.405186789,6.800047924,0.40121126,15.53664239,5.931075684,0.839437942,0.669620458,1.561677938,2.141225805,5.402524428,4.54044518,19033.93063,111.7169336,-0.249757647,0.243942279,3.477612864,-0.031843076,-410.3364095,2.255181554,0.018218613,0.547750946,0.497379964,1717.645255,-4.888913246,3.35179148,-5.363140387,1.463206761,0.864198986,-2.114728615,57.63053217,33.3427087,1.906543711,-582.9342409,0.548404388,1.437309896,2.923178004,7.300631136,-0.777409675,1200.746419,0.562971088,0.178654837,0.021034823,0,34.56542494,0,6.606881965,15.91361969,26.3,12.52863379,2,0,0,12.79
-1.86740895,0.579064736,-1.163911916,0.371941658,6.792216857,0.421135486,18.80047579,5.931150231,0.89377339,0.383130982,0.140094857,2.142752207,4.993368271,4.22961614,19620.69976,111.494793,-0.176057374,0.290025255,3.330221172,-0.257669168,-594.0490559,7.850326344,0.174487953,0.530322846,1.192551823,943.2875253,-5.059760088,3.531573026,-6.162965533,9.028241901,1.183438025,-2.442433553,103.9610086,41.83586133,1.903144376,-838.0452469,0.752428374,1.507354948,3.833393522,7.525512084,-0.575660503,1262.164354,-0.342341169,0.067696339,0.018420097,0,34.06250936,0,6.606881965,15.91361969,26.3,12.87817082,2,0,0,13.09
